inv_id,product_id,stock_in,stock_out,updated_at
7998,349,43,31,2025-04-02
7999,467,11,20,2024-04-15
8000,198,1,23,2025-05-26
8001,201,8,15,2024-05-08
8002,258,0,48,2024-07-10
8003,406,5,11,2025-02-13
8004,344,19,34,2024-06-27
8005,183,28,14,2024-10-02
8006,446,17,16,2025-11-09
8007,433,19,43,2025-01-29
8008,387,17,9,2025-04-02
8009,405,50,19,2024-07-17
8010,351,45,20,2026-01-28
8011,313,23,0,2025-03-08
8012,400,15,5,2024-07-03
8013,485,9,3,2026-01-12
8014,138,0,50,2025-05-14
8015,125,3,35,2024-12-01
8016,23,44,1,2024-12-12
8017,10,50,19,2024-04-03
8018,146,46,9,2025-11-05
8019,424,36,32,2025-07-15
8020,149,10,15,2024-11-27
8021,442,32,41,2025-06-09
8022,313,12,27,2025-11-28
8023,293,26,2,2025-02-07
8024,204,39,35,2025-11-04
8025,366,7,35,2026-02-24
8026,394,20,13,2024-11-04
8027,385,43,42,2025-05-29
8028,161,31,49,2026-01-19
8029,498,33,2,2025-11-09
8030,145,20,47,2024-12-21
8031,351,20,18,2025-03-12
8032,239,14,17,2025-08-25
8033,360,22,5,2025-06-29
8034,315,30,47,2024-03-04
8035,76,11,32,2025-10-16
8036,29,11,36,2024-11-24
8037,108,29,50,2025-03-24
8038,172,36,49,2024-03-20
8039,55,30,37,2025-07-23
8040,128,11,7,2025-09-30
8041,170,15,1,2026-01-11
8042,485,11,20,2025-04-17
8043,226,36,49,2024-03-21
8044,375,24,28,2025-03-08
8045,158,38,23,2024-11-30
8046,175,25,5,2025-07-23
8047,331,20,43,2025-04-28
8048,304,9,50,2024-12-15
8049,146,23,37,2024-11-23
8050,12,31,0,2024-06-10
8051,446,22,47,2025-02-12
8052,225,13,24,2024-07-17
8053,438,49,18,2025-08-15
8054,180,32,50,2026-01-05
8055,443,3,15,2024-09-05
8056,285,46,18,2024-06-14
8057,26,29,18,2024-10-25
8058,39,29,36,2025-04-02
8059,206,10,3,2024-06-29
8060,445,24,36,2026-02-11
8061,67,32,28,2024-08-01
8062,133,28,39,2025-12-07
8063,439,43,49,2025-09-26
8064,434,25,4,2025-11-04
8065,157,7,47,2025-02-06
8066,381,0,33,2024-06-19
8067,60,30,7,2024-08-17
8068,155,45,20,2024-06-23
8069,463,35,7,2025-05-12
8070,371,50,29,2025-07-10
8071,260,23,16,2025-12-11
8072,261,35,19,2026-01-22
8073,207,47,33,2025-01-07
8074,431,16,43,2025-11-15
8075,252,18,28,2024-11-23
8076,16,3,26,2024-03-02
8077,469,16,26,2025-12-11
8078,10,4,30,2024-11-10
8079,3,39,4,2025-05-27
8080,218,29,45,2025-05-02
8081,258,1,35,2025-07-27
8082,204,22,11,2024-08-22
8083,22,30,46,2025-08-31
8084,180,22,8,2025-11-20
8085,398,13,41,2025-04-18
8086,280,32,5,2025-11-12
8087,174,46,34,2024-12-28
8088,369,4,8,2025-01-03
8089,176,36,12,2025-05-11
8090,3,2,1,2025-09-18
8091,496,31,5,2024-07-10
8092,166,10,37,2025-12-31
8093,308,16,1,2025-08-29
8094,130,1,22,2024-10-04
8095,276,27,27,2026-01-10
8096,118,2,27,2025-07-16
8097,203,42,1,2025-07-05
8098,403,31,38,2026-01-07
8099,108,0,49,2025-08-28
8100,396,9,25,2024-03-04
8101,490,30,48,2025-03-28
8102,255,22,9,2025-04-11
8103,350,22,3,2024-06-05
8104,197,48,10,2025-04-22
8105,215,44,1,2025-08-23
8106,154,19,25,2024-08-05
8107,74,21,20,2025-10-18
8108,126,11,42,2024-07-01
8109,157,37,33,2024-03-05
8110,305,25,38,2026-01-14
8111,479,29,9,2025-11-28
8112,321,29,2,2024-09-19
8113,452,15,32,2024-04-13
8114,98,4,44,2026-02-12
8115,151,25,47,2025-09-16
8116,379,24,31,2025-06-30
8117,111,15,45,2025-03-15
8118,147,31,6,2025-04-14
8119,178,37,19,2025-08-17
8120,295,40,28,2025-04-27
8121,4,48,9,2025-02-19
8122,469,38,50,2024-05-07
8123,371,4,44,2025-01-24
8124,352,7,9,2024-04-19
8125,34,3,15,2025-09-22
8126,229,46,33,2024-05-08
8127,472,1,8,2025-04-30
8128,360,41,47,2026-01-24
8129,444,37,19,2024-09-25
8130,216,16,30,2024-10-19
8131,375,27,0,2025-11-23
8132,455,39,46,2026-02-08
8133,373,1,48,2024-08-03
8134,389,3,34,2025-10-04
8135,324,5,28,2024-03-25
8136,272,24,20,2025-07-14
8137,121,47,14,2025-11-18
8138,117,48,39,2026-01-30
8139,147,18,40,2025-11-24
8140,99,35,50,2024-03-20
8141,460,41,0,2024-03-07
8142,226,31,1,2024-06-27
8143,368,22,36,2024-06-19
8144,152,34,23,2025-06-16
8145,272,18,32,2025-03-18
8146,212,21,34,2025-04-20
8147,140,5,6,2025-01-22
8148,246,7,31,2025-06-06
8149,449,6,12,2024-06-11
8150,482,46,50,2024-05-31
8151,81,29,37,2024-07-14
8152,46,32,42,2024-11-19
8153,138,29,21,2024-08-21
8154,215,23,30,2024-11-11
8155,42,9,10,2024-08-04
8156,93,2,17,2024-09-12
8157,210,50,5,2025-01-10
8158,351,19,23,2025-06-20
8159,500,48,21,2025-02-04
8160,376,36,30,2024-11-11
8161,61,8,13,2025-06-25
8162,464,49,39,2025-02-28
8163,235,18,21,2024-08-23
8164,31,42,20,2024-11-19
8165,136,45,11,2025-06-16
8166,139,3,44,2026-02-06
8167,158,21,49,2025-01-03
8168,317,21,22,2024-12-04
8169,124,43,4,2026-01-11
8170,300,1,12,2024-07-26
8171,98,18,38,2025-08-06
8172,263,27,18,2025-03-23
8173,433,46,2,2025-01-11
8174,440,0,49,2025-09-19
8175,196,30,0,2025-01-15
8176,145,42,7,2024-06-20
8177,175,26,42,2024-02-29
8178,444,42,28,2024-12-25
8179,290,10,47,2024-09-22
8180,23,17,16,2025-11-21
8181,238,25,41,2026-01-06
8182,358,17,16,2025-07-15
8183,360,29,23,2024-06-07
8184,296,7,40,2025-01-22
8185,192,27,18,2026-02-18
8186,10,36,45,2024-11-14
8187,214,47,12,2026-01-11
8188,176,23,25,2025-11-21
8189,69,47,36,2024-12-25
8190,453,9,18,2025-01-01
8191,277,48,11,2025-05-31
8192,286,44,8,2025-10-20
8193,222,13,40,2025-08-17
8194,213,4,27,2024-11-29
8195,332,26,24,2026-01-14
8196,126,34,0,2025-02-19
8197,406,30,0,2025-03-03
8198,146,23,12,2025-12-02
8199,92,33,50,2025-06-08
8200,414,28,4,2024-05-20
8201,435,36,26,2025-08-17
8202,296,43,9,2025-05-20
8203,225,42,39,2025-09-17
8204,410,29,42,2024-04-09
8205,181,37,42,2025-06-16
8206,221,47,0,2024-03-23
8207,434,18,26,2025-05-30
8208,422,11,38,2024-06-25
8209,495,36,40,2025-11-05
8210,257,4,40,2026-02-22
8211,215,33,26,2024-06-05
8212,487,10,25,2024-02-28
8213,402,11,38,2024-11-14
8214,339,39,50,2025-03-07
8215,479,19,21,2024-07-03
8216,80,35,7,2024-03-08
8217,95,22,45,2024-04-01
8218,347,7,50,2025-10-16
8219,344,7,39,2024-06-13
8220,319,43,22,2026-01-30
8221,270,48,43,2024-05-06
8222,300,18,29,2024-12-08
8223,441,45,19,2024-03-22
8224,231,49,28,2025-02-14
8225,82,10,49,2024-03-01
8226,281,28,29,2025-05-27
8227,275,25,8,2024-08-04
8228,494,20,48,2025-02-11
8229,116,40,46,2025-12-30
8230,422,14,34,2024-12-29
8231,349,12,39,2025-06-10
8232,147,32,22,2024-05-17
8233,271,45,47,2026-01-22
8234,401,18,47,2025-07-14
8235,213,40,45,2025-03-22
8236,460,5,25,2024-08-14
8237,394,4,27,2025-02-01
8238,14,38,3,2025-08-09
8239,130,5,23,2025-11-15
8240,55,13,25,2025-03-12
8241,94,35,17,2024-12-29
8242,222,11,50,2025-05-19
8243,267,36,28,2025-04-30
8244,440,4,44,2025-06-18
8245,36,44,28,2025-05-02
8246,153,1,38,2024-06-25
8247,361,22,5,2025-02-04
8248,173,31,16,2024-09-27
8249,395,1,36,2026-02-08
8250,92,11,17,2025-06-24
8251,468,45,44,2024-07-30
8252,103,14,35,2024-07-11
8253,337,50,16,2026-01-07
8254,64,33,21,2024-10-16
8255,293,26,25,2024-06-06
8256,367,3,35,2024-03-07
8257,10,25,13,2025-11-03
8258,329,24,0,2026-02-09
8259,288,46,41,2024-10-11
8260,415,15,40,2025-02-15
8261,466,38,28,2024-07-20
8262,30,32,11,2024-02-27
8263,425,33,4,2025-11-08
8264,182,11,18,2026-01-17
8265,15,10,35,2025-07-09
8266,178,22,41,2025-10-03
8267,91,14,4,2025-10-11
8268,332,25,20,2024-09-11
8269,69,6,26,2024-08-13
8270,441,32,20,2024-06-10
8271,473,36,30,2025-05-18
8272,20,30,10,2024-05-19
8273,294,14,49,2025-09-26
8274,111,43,10,2025-06-14
8275,399,38,45,2024-09-01
8276,94,35,49,2024-09-08
8277,126,40,47,2024-12-07
8278,90,14,42,2025-06-28
8279,185,3,33,2025-04-03
8280,45,6,40,2024-11-02
8281,371,34,2,2024-04-03
8282,193,4,17,2025-06-17
8283,442,32,26,2026-01-07
8284,389,1,48,2024-07-18
8285,442,7,33,2025-02-19
8286,446,13,42,2025-10-24
8287,122,3,33,2025-12-07
8288,393,22,36,2025-04-08
8289,289,33,0,2025-02-25
8290,487,31,25,2024-03-10
8291,236,0,41,2025-06-01
8292,39,40,26,2024-10-08
8293,6,13,25,2025-08-30
8294,164,31,12,2024-09-23
8295,483,29,18,2024-11-16
8296,480,37,32,2024-04-16
8297,344,41,31,2025-10-07
8298,305,15,38,2024-10-21
8299,421,0,50,2025-08-26
8300,465,15,11,2024-08-03
8301,150,15,20,2024-04-10
8302,401,13,49,2024-06-15
8303,448,30,41,2026-02-12
8304,311,0,10,2025-05-11
8305,250,30,32,2024-10-10
8306,330,40,17,2025-07-02
8307,362,44,5,2025-09-14
8308,11,0,38,2024-05-18
8309,78,19,35,2025-12-05
8310,401,31,6,2025-01-16
8311,367,18,22,2025-10-18
8312,168,7,7,2025-05-10
8313,282,26,3,2024-10-06
8314,340,31,43,2025-10-30
8315,73,28,1,2025-03-04
8316,377,30,12,2026-02-12
8317,429,7,39,2025-12-30
8318,105,28,33,2025-02-11
8319,101,26,17,2025-04-25
8320,68,23,22,2025-09-22
8321,77,45,15,2025-05-11
8322,63,6,19,2025-02-24
8323,7,12,2,2024-06-26
8324,370,39,35,2024-03-24
8325,392,41,44,2025-02-07
8326,299,23,50,2025-11-04
8327,134,28,30,2024-11-10
8328,239,39,3,2025-01-03
8329,172,24,31,2025-01-01
8330,12,12,47,2024-03-09
8331,409,6,5,2025-07-19
8332,386,4,15,2025-11-30
8333,88,16,35,2025-08-18
8334,469,50,48,2024-07-08
8335,375,12,22,2026-01-30
8336,237,8,23,2025-10-14
8337,500,11,6,2024-09-18
8338,407,39,33,2024-04-02
8339,155,3,31,2024-08-02
8340,315,45,7,2025-01-04
8341,273,5,30,2024-05-11
8342,203,43,50,2024-11-16
8343,152,13,35,2025-12-30
8344,361,23,1,2024-10-01
8345,351,47,2,2024-05-26
8346,101,9,10,2025-03-06
8347,39,42,35,2025-12-08
8348,36,14,15,2026-01-08
8349,264,26,24,2025-03-12
8350,464,35,40,2025-01-08
8351,125,17,50,2025-08-25
8352,239,43,31,2024-06-13
8353,252,50,11,2025-05-27
8354,339,19,17,2025-10-19
8355,486,9,33,2025-02-21
8356,373,35,13,2024-11-26
8357,425,8,50,2026-01-05
8358,59,34,40,2026-02-11
8359,122,39,24,2025-02-27
8360,349,37,43,2025-11-19
8361,179,23,33,2025-06-07
8362,481,17,27,2026-01-13
8363,1,48,18,2025-02-26
8364,159,48,4,2024-12-28
8365,335,38,0,2025-07-13
8366,269,39,26,2024-11-14
8367,172,6,4,2024-04-30
8368,448,12,45,2025-08-09
8369,306,9,20,2025-09-07
8370,302,15,5,2025-01-12
8371,187,43,13,2024-09-28
8372,345,3,46,2025-08-01
8373,181,28,36,2024-03-08
8374,358,40,47,2024-11-03
8375,491,31,37,2025-02-11
8376,95,21,6,2025-01-17
8377,360,14,9,2025-07-29
8378,496,47,43,2025-01-27
8379,145,34,45,2025-08-22
8380,424,49,28,2024-12-15
8381,1,48,45,2024-03-01
8382,153,29,5,2025-02-03
8383,259,12,23,2024-09-08
8384,225,7,48,2025-01-06
8385,225,44,10,2024-07-17
8386,73,12,38,2024-11-22
8387,264,39,39,2025-08-10
8388,208,26,5,2026-01-17
8389,35,24,41,2024-11-30
8390,404,2,33,2025-02-18
8391,259,40,47,2025-09-19
8392,400,9,41,2025-04-24
8393,98,37,40,2024-09-11
8394,257,29,29,2026-02-09
8395,120,14,44,2026-01-03
8396,149,23,42,2024-03-13
8397,446,39,37,2024-09-14
8398,271,12,48,2025-08-14
8399,369,43,35,2024-04-10
8400,366,6,18,2025-09-26
8401,377,9,41,2025-01-30
8402,390,7,34,2024-03-13
8403,141,46,29,2025-04-26
8404,134,25,3,2025-02-22
8405,16,5,2,2025-08-15
8406,453,3,5,2025-08-04
8407,273,14,50,2024-10-26
8408,256,27,17,2025-10-24
8409,192,15,49,2025-10-11
8410,213,48,36,2024-03-28
8411,498,41,0,2024-06-03
8412,201,42,15,2025-09-04
8413,314,0,12,2024-06-11
8414,186,41,44,2025-10-11
8415,157,24,7,2024-11-22
8416,241,17,15,2024-11-27
8417,57,7,32,2025-06-01
8418,263,31,32,2025-01-13
8419,293,17,15,2024-03-14
8420,236,47,50,2025-05-13
8421,144,46,18,2024-12-13
8422,207,16,0,2024-05-04
8423,124,44,14,2024-09-18
8424,486,47,10,2024-12-01
8425,367,14,35,2025-01-20
8426,76,38,32,2024-10-06
8427,143,48,8,2024-12-17
8428,252,35,49,2024-07-04
8429,177,13,14,2024-12-04
8430,276,11,33,2025-01-09
8431,7,4,32,2026-01-04
8432,84,2,47,2024-09-07
8433,407,29,46,2026-01-10
8434,399,30,5,2025-04-07
8435,135,36,18,2025-08-26
8436,83,41,19,2024-09-09
8437,440,16,18,2025-11-13
8438,68,47,28,2024-04-25
8439,318,8,23,2024-04-08
8440,365,41,32,2025-08-01
8441,327,32,20,2024-06-24
8442,279,21,11,2024-09-29
8443,4,26,17,2024-04-08
8444,234,27,49,2024-12-02
8445,38,12,29,2025-06-30
8446,280,23,29,2024-11-09
8447,241,18,29,2024-04-27
8448,147,4,22,2025-02-11
8449,449,10,17,2024-03-18
8450,391,45,43,2025-10-15
8451,314,44,34,2025-09-14
8452,345,30,7,2024-11-17
8453,63,31,0,2024-09-15
8454,202,31,44,2025-12-26
8455,124,29,47,2024-04-21
8456,377,47,28,2024-09-26
8457,372,46,14,2024-12-04
8458,96,44,5,2026-02-19
8459,138,22,13,2024-08-17
8460,461,8,6,2025-11-12
8461,372,27,16,2025-09-20
8462,306,35,27,2025-03-01
8463,38,49,50,2025-10-13
8464,453,46,31,2025-07-16
8465,246,34,50,2024-07-26
8466,82,20,20,2026-02-09
8467,13,15,24,2025-02-28
8468,222,15,15,2024-05-07
8469,10,33,15,2025-09-03
8470,10,5,44,2024-11-10
8471,316,15,46,2025-09-11
8472,457,22,41,2024-04-30
8473,334,10,22,2024-05-22
8474,426,15,38,2025-08-22
8475,11,29,41,2024-05-06
8476,315,13,4,2025-09-20
8477,202,17,38,2024-03-28
8478,153,6,48,2025-01-11
8479,309,35,28,2025-01-24
8480,62,31,39,2025-04-25
8481,498,22,29,2025-01-01
8482,31,3,8,2025-06-16
8483,352,9,26,2024-10-05
8484,177,50,32,2024-05-27
8485,428,3,38,2025-12-23
8486,91,40,35,2025-05-03
8487,239,25,3,2024-11-01
8488,238,11,32,2024-06-15
8489,59,15,17,2024-05-09
8490,414,5,23,2024-07-20
8491,331,24,29,2025-04-13
8492,187,32,19,2025-10-19
8493,39,36,30,2025-05-08
8494,368,2,37,2025-03-19
8495,360,32,18,2024-08-27
8496,130,13,23,2024-04-18
8497,280,49,18,2024-08-13
8498,109,13,6,2024-08-27
8499,500,46,21,2025-02-04
8500,63,11,42,2025-05-28
8501,46,30,39,2025-06-13
8502,71,35,23,2024-10-01
8503,463,18,27,2025-05-28
8504,7,5,14,2026-02-10
8505,275,10,12,2024-06-15
8506,438,9,47,2026-02-14
8507,108,16,13,2024-03-14
8508,59,37,11,2025-02-02
8509,250,23,25,2025-08-29
8510,368,4,50,2024-07-22
8511,173,48,39,2025-04-16
8512,129,21,30,2026-01-27
8513,14,50,17,2024-06-28
8514,230,43,27,2024-04-12
8515,483,16,7,2025-09-27
8516,388,3,2,2025-12-16
8517,16,39,11,2024-03-16
8518,272,15,15,2026-02-18
8519,28,17,34,2026-01-24
8520,376,0,1,2024-02-27
8521,163,23,41,2025-09-22
8522,278,39,49,2024-08-21
8523,99,45,49,2025-10-02
8524,171,50,19,2025-11-03
8525,312,44,9,2025-07-25
8526,432,24,17,2024-02-27
8527,125,36,34,2024-08-05
8528,279,32,31,2024-08-24
8529,80,42,36,2025-07-01
8530,102,46,43,2024-10-07
8531,243,15,47,2025-09-23
8532,138,41,15,2025-07-02
8533,61,29,14,2025-10-02
8534,427,44,4,2025-09-19
8535,159,41,20,2025-07-28
8536,482,32,23,2024-10-16
8537,478,19,18,2025-06-03
8538,340,45,7,2026-01-11
8539,278,50,4,2024-09-19
8540,220,40,4,2025-01-02
8541,191,11,41,2024-11-23
8542,285,37,8,2024-05-18
8543,225,22,27,2025-05-22
8544,319,42,29,2026-02-13
8545,489,19,36,2026-02-06
8546,365,44,6,2025-10-02
8547,29,31,5,2024-10-09
8548,490,25,33,2026-01-28
8549,400,0,33,2024-03-11
8550,347,8,3,2025-11-18
8551,477,36,13,2025-01-27
8552,403,42,21,2024-10-03
8553,110,6,38,2025-02-23
8554,57,12,40,2024-10-20
8555,444,5,0,2025-09-28
8556,396,39,29,2024-10-08
8557,170,34,39,2025-03-12
8558,480,26,17,2025-07-04
8559,360,5,21,2025-08-20
8560,228,23,50,2024-04-14
8561,53,25,43,2025-10-24
8562,116,33,45,2024-11-09
8563,492,41,40,2024-07-03
8564,477,4,29,2024-04-09
8565,232,21,29,2025-12-17
8566,220,18,4,2025-08-30
8567,357,26,17,2025-11-16
8568,375,15,50,2024-12-14
8569,494,14,11,2024-08-11
8570,376,16,9,2024-04-23
8571,462,41,25,2025-09-09
8572,280,40,7,2025-04-22
8573,36,41,16,2025-03-18
8574,398,32,37,2026-01-16
8575,466,1,2,2024-11-09
8576,115,35,4,2024-12-01
8577,279,40,35,2026-01-15
8578,93,48,33,2025-10-15
8579,10,37,20,2025-05-20
8580,39,36,31,2024-09-29
8581,173,3,37,2024-08-05
8582,259,13,27,2024-08-15
8583,26,34,11,2026-02-11
8584,329,31,50,2024-04-01
8585,41,33,16,2024-11-08
8586,458,5,34,2024-09-27
8587,366,43,5,2024-06-27
8588,319,10,15,2025-06-28
8589,294,39,27,2024-11-27
8590,281,29,13,2024-12-14
8591,170,14,48,2024-08-17
8592,197,23,28,2024-04-14
8593,493,33,31,2025-12-11
8594,479,40,9,2025-10-28
8595,342,33,19,2024-05-21
8596,444,25,15,2025-01-18
8597,12,9,44,2025-08-01
8598,322,40,28,2025-12-02
8599,278,13,11,2025-06-11
8600,235,2,32,2024-06-05
8601,242,19,27,2024-03-29
8602,228,45,2,2025-07-14
8603,423,8,0,2024-10-13
8604,97,6,6,2024-07-04
8605,154,27,14,2025-11-26
8606,486,24,45,2025-01-30
8607,151,22,23,2024-10-05
8608,135,7,6,2025-09-28
8609,120,20,6,2024-03-27
8610,378,23,23,2024-04-23
8611,442,15,0,2025-10-03
8612,372,33,31,2025-12-04
8613,496,50,50,2025-03-17
8614,2,27,45,2026-02-10
8615,490,29,37,2024-04-21
8616,494,3,43,2025-10-03
8617,139,19,48,2024-04-01
8618,215,30,39,2024-04-17
8619,212,25,50,2024-05-05
8620,455,23,22,2025-06-29
8621,470,6,14,2025-10-23
8622,182,49,36,2025-07-22
8623,412,48,10,2024-07-14
8624,225,1,25,2025-08-01
8625,9,13,36,2025-03-14
8626,318,2,22,2025-07-26
8627,467,44,44,2024-09-03
8628,365,27,43,2025-04-26
8629,68,40,11,2025-01-26
8630,452,47,15,2025-02-25
8631,410,44,15,2025-06-08
8632,346,29,13,2026-01-03
8633,417,3,19,2024-04-30
8634,456,6,31,2024-10-08
8635,230,12,11,2024-12-17
8636,223,8,29,2026-01-13
8637,58,47,4,2025-10-07
8638,333,2,2,2024-04-30
8639,104,43,48,2025-06-17
8640,384,2,41,2025-02-02
8641,240,26,33,2024-06-24
8642,24,40,0,2024-05-21
8643,36,28,9,2025-06-06
8644,253,3,12,2024-10-23
8645,214,18,31,2026-02-17
8646,157,2,5,2025-07-14
8647,419,50,10,2025-02-25
8648,316,38,2,2024-09-13
8649,286,50,21,2025-12-08
8650,194,8,45,2025-04-29
8651,138,45,18,2024-03-30
8652,120,23,42,2026-01-30
8653,136,39,13,2025-06-23
8654,453,18,8,2025-05-08
8655,183,48,23,2025-10-24
8656,329,4,33,2024-06-13
8657,287,42,21,2025-02-03
8658,263,44,50,2024-12-13
8659,292,9,22,2025-07-21
8660,65,9,34,2024-03-19
8661,36,48,1,2024-12-07
8662,197,10,8,2025-10-16
8663,2,36,28,2025-03-16
8664,180,17,43,2024-11-20
8665,84,12,38,2025-06-28
8666,85,49,13,2024-07-13
8667,4,44,42,2025-05-25
8668,177,2,16,2025-05-14
8669,66,43,14,2026-02-24
8670,299,44,49,2025-11-14
8671,209,45,2,2025-05-12
8672,242,38,35,2025-01-24
8673,208,27,38,2025-10-31
8674,351,21,0,2025-12-13
8675,123,8,8,2025-12-21
8676,434,26,32,2024-03-24
8677,443,29,50,2024-09-10
8678,407,4,42,2024-09-14
8679,273,18,27,2026-02-09
8680,426,48,28,2026-01-03
8681,168,4,37,2024-11-11
8682,37,4,5,2025-09-02
8683,108,17,44,2024-10-17
8684,278,14,45,2024-08-28
8685,126,15,41,2024-12-25
8686,410,31,9,2025-09-11
8687,285,39,5,2024-05-10
8688,261,49,11,2025-04-08
8689,358,32,31,2025-02-22
8690,150,16,11,2025-11-07
8691,60,10,49,2025-06-06
8692,176,12,22,2025-03-10
8693,47,48,40,2024-10-02
8694,338,27,39,2024-06-26
8695,79,43,42,2025-09-04
8696,131,11,27,2024-09-11
8697,392,20,0,2026-01-16
8698,373,46,12,2025-02-04
8699,294,35,14,2024-07-28
8700,432,41,41,2025-11-01
8701,119,3,19,2025-12-18
8702,380,0,16,2025-11-18
8703,359,33,33,2024-12-14
8704,196,32,30,2026-01-16
8705,493,31,7,2025-04-14
8706,146,47,29,2024-08-16
8707,193,33,28,2026-02-03
8708,200,36,4,2025-04-12
8709,29,41,47,2025-09-15
8710,458,34,45,2025-02-13
8711,240,7,23,2024-12-28
8712,231,45,50,2024-10-06
8713,305,17,20,2024-12-21
8714,83,18,4,2024-05-31
8715,275,41,15,2024-11-08
8716,106,10,38,2025-03-29
8717,9,13,0,2024-11-13
8718,468,1,10,2025-07-29
8719,298,33,18,2026-01-13
8720,489,25,37,2024-02-29
8721,468,12,48,2025-02-13
8722,181,14,13,2024-05-27
8723,191,49,16,2024-04-28
8724,365,44,16,2025-04-09
8725,26,20,19,2025-02-08
8726,124,35,27,2024-09-08
8727,7,50,7,2025-10-05
8728,288,18,24,2025-06-10
8729,487,2,39,2024-11-27
8730,209,16,50,2025-04-12
8731,8,44,22,2025-07-13
8732,60,49,33,2025-12-31
8733,41,12,44,2024-10-06
8734,462,28,1,2026-01-19
8735,368,33,15,2024-04-19
8736,236,3,43,2024-08-07
8737,368,0,41,2025-06-04
8738,262,5,14,2025-12-11
8739,215,45,1,2025-11-27
8740,111,29,1,2026-01-06
8741,380,9,50,2026-02-02
8742,151,23,48,2024-10-08
8743,158,23,1,2025-10-02
8744,345,34,45,2024-06-09
8745,493,17,3,2024-09-14
8746,319,21,12,2025-04-10
8747,140,48,13,2025-09-28
8748,387,50,38,2025-12-21
8749,195,25,2,2024-09-22
8750,315,39,43,2025-12-08
8751,98,18,9,2024-08-15
8752,413,11,24,2025-04-13
8753,3,3,22,2024-09-14
8754,118,22,22,2025-09-19
8755,3,19,11,2024-03-21
8756,198,47,15,2025-09-22
8757,296,0,38,2024-03-21
8758,490,1,28,2024-12-30
8759,251,3,35,2025-09-03
8760,192,26,45,2025-12-17
8761,296,39,6,2025-01-14
8762,154,15,15,2024-03-06
8763,474,45,12,2025-07-24
8764,279,5,33,2025-08-26
8765,448,16,15,2024-10-16
8766,232,1,37,2025-01-14
8767,421,36,14,2024-07-03
8768,136,40,14,2024-08-14
8769,310,43,21,2025-01-01
8770,341,30,5,2024-12-14
8771,282,42,0,2025-09-05
8772,423,46,17,2024-06-09
8773,2,38,49,2024-06-07
8774,125,18,38,2024-10-08
8775,294,10,12,2024-05-20
8776,19,46,19,2025-10-24
8777,349,11,15,2024-04-30
8778,74,39,42,2025-06-13
8779,141,5,38,2024-04-30
8780,135,35,44,2024-12-24
8781,315,28,19,2026-02-10
8782,335,10,26,2025-04-29
8783,257,43,25,2025-02-18
8784,176,30,8,2024-12-30
8785,349,11,23,2024-12-06
8786,388,11,50,2025-02-12
8787,45,39,11,2024-03-30
8788,167,49,22,2025-12-01
8789,437,3,5,2024-06-19
8790,228,32,8,2024-03-21
8791,24,21,39,2025-07-21
8792,35,33,43,2024-03-19
8793,127,33,34,2025-10-27
8794,368,30,29,2025-10-23
8795,482,24,25,2025-06-07
8796,249,25,10,2025-05-05
8797,213,31,49,2025-08-29
8798,493,6,31,2025-10-15
8799,41,9,42,2024-06-06
8800,172,11,19,2024-10-23
8801,145,25,25,2025-07-01
8802,166,20,13,2025-09-06
8803,393,12,12,2024-09-09
8804,347,24,47,2025-12-24
8805,417,29,12,2025-10-23
8806,424,6,12,2024-12-05
8807,99,17,11,2025-05-09
8808,19,27,37,2024-12-01
8809,9,22,12,2024-03-21
8810,65,23,0,2025-09-09
8811,486,27,42,2024-11-22
8812,257,24,33,2026-01-12
8813,320,26,0,2024-02-28
8814,436,38,24,2024-12-16
8815,344,33,25,2024-12-14
8816,49,18,39,2025-12-07
8817,355,41,23,2025-12-16
8818,238,37,3,2025-08-23
8819,85,36,45,2024-07-13
8820,361,24,50,2025-05-05
8821,271,22,28,2025-09-10
8822,195,1,23,2025-10-30
8823,394,15,33,2025-03-15
8824,475,37,40,2024-12-12
8825,207,32,39,2025-11-27
8826,196,37,42,2024-08-02
8827,125,22,50,2025-07-11
8828,264,27,11,2026-02-03
8829,46,12,46,2026-02-04
8830,249,45,43,2025-04-30
8831,348,5,14,2025-02-20
8832,152,21,46,2026-02-04
8833,431,39,2,2024-08-03
8834,308,15,29,2025-06-17
8835,219,30,16,2024-09-04
8836,76,34,3,2024-12-11
8837,71,34,30,2025-09-24
8838,159,7,16,2024-06-13
8839,4,29,22,2025-11-18
8840,34,46,5,2025-05-21
8841,216,48,48,2024-10-03
8842,391,20,37,2025-04-12
8843,233,47,18,2025-07-22
8844,22,2,4,2025-01-10
8845,261,45,42,2024-11-15
8846,297,28,35,2024-11-05
8847,421,21,31,2025-04-05
8848,275,47,27,2025-07-21
8849,298,7,33,2024-12-10
8850,80,8,49,2025-10-22
8851,466,3,40,2024-03-19
8852,168,22,41,2024-12-03
8853,53,39,40,2025-09-16
8854,122,47,2,2024-10-24
8855,408,10,22,2025-04-27
8856,178,7,32,2025-05-03
8857,24,20,24,2025-09-02
8858,384,49,25,2026-02-17
8859,75,19,3,2024-03-28
8860,194,36,19,2026-02-13
8861,309,17,43,2024-05-26
8862,80,48,5,2025-05-04
8863,217,48,32,2025-12-27
8864,105,20,20,2025-10-24
8865,228,37,29,2024-04-05
8866,160,39,16,2024-11-26
8867,269,38,33,2025-03-10
8868,269,5,40,2024-11-24
8869,180,28,34,2026-02-14
8870,90,24,7,2024-10-16
