delivery_id,order_id,shipped_date,delivered_date,status
4809,4809,2024-10-03,2025-02-20,Delivered
4810,4810,2024-08-23,2025-12-05,Delivered
4811,4811,2025-04-06,2025-07-22,Delayed
4812,4812,2024-04-11,2026-02-23,Delivered
4813,4813,2026-02-16,2026-02-16,Delivered
4814,4814,2025-02-10,2025-07-28,Delivered
4815,4815,2025-09-09,2025-09-14,Delayed
4816,4816,2025-05-14,2025-10-01,Delayed
4817,4817,2024-03-28,2025-01-17,Delayed
4818,4818,2024-03-21,2024-08-15,Delayed
4819,4819,2024-08-27,2025-04-28,Lost
4820,4820,2025-09-02,2025-11-08,Delivered
4821,4821,2024-09-12,2025-03-27,Lost
4822,4822,2024-09-28,2026-02-20,Lost
4823,4823,2025-11-01,2025-11-29,Delivered
4824,4824,2025-02-17,2025-06-11,Delivered
4825,4825,2024-03-25,2026-02-14,Delayed
4826,4826,2025-03-25,2026-02-03,Delivered
4827,4827,2024-03-26,2024-12-26,Delivered
4828,4828,2024-08-28,2025-08-11,Delivered
4829,4829,2025-06-20,2025-09-01,Delayed
4830,4830,2025-12-01,2026-01-18,Lost
4831,4831,2024-06-30,2025-05-13,Lost
4832,4832,2025-12-21,2025-12-31,Delivered
4833,4833,2024-09-30,2024-10-02,Delayed
4834,4834,2024-09-20,2024-10-21,Delayed
4835,4835,2025-06-09,2025-10-25,Lost
4836,4836,2024-08-13,2024-10-30,Delivered
4837,4837,2024-12-22,2025-01-10,Delayed
4838,4838,2025-09-11,2025-10-09,Delivered
4839,4839,2025-02-23,2025-04-23,Lost
4840,4840,2024-04-28,2024-07-24,Delayed
4841,4841,2024-10-15,2024-11-15,Delayed
4842,4842,2025-04-13,2025-07-05,Delivered
4843,4843,2025-08-22,2026-01-25,Lost
4844,4844,2024-10-21,2025-09-04,Delivered
4845,4845,2024-11-21,2025-02-21,Lost
4846,4846,2025-10-25,2025-11-11,Lost
4847,4847,2024-03-06,2025-07-19,Delayed
4848,4848,2024-11-25,2025-04-01,Delivered
4849,4849,2025-08-17,2026-02-11,Lost
4850,4850,2024-03-29,2025-02-07,Lost
4851,4851,2025-09-24,2025-12-02,Delivered
4852,4852,2025-01-24,2026-02-26,Lost
4853,4853,2024-09-21,2025-11-23,Delivered
4854,4854,2024-10-29,2025-04-28,Delayed
4855,4855,2025-02-02,2025-08-23,Delivered
4856,4856,2025-12-12,2025-12-19,Delayed
4857,4857,2024-03-30,2025-07-22,Delivered
4858,4858,2026-01-02,2026-01-25,Delayed
4859,4859,2024-08-22,2024-10-07,Lost
4860,4860,2025-05-24,2025-09-13,Delayed
4861,4861,2025-03-11,2025-03-22,Delivered
4862,4862,2025-07-02,2026-01-28,Delayed
4863,4863,2024-05-13,2025-07-26,Delayed
4864,4864,2025-10-10,2025-11-22,Lost
4865,4865,2024-06-18,2025-02-27,Delivered
4866,4866,2024-06-10,2025-11-21,Delayed
4867,4867,2024-12-17,2025-08-25,Lost
4868,4868,2025-09-15,2025-12-18,Delivered
4869,4869,2025-07-22,2025-12-01,Delayed
4870,4870,2025-12-31,2026-02-01,Lost
4871,4871,2025-01-14,2025-03-01,Delivered
4872,4872,2025-04-01,2025-05-13,Lost
4873,4873,2026-02-22,2026-02-26,Lost
4874,4874,2025-06-07,2026-01-17,Lost
4875,4875,2025-11-12,2025-12-07,Lost
4876,4876,2024-03-22,2026-01-20,Delayed
4877,4877,2024-05-02,2024-11-05,Delayed
4878,4878,2025-03-14,2025-11-24,Delivered
4879,4879,2024-09-11,2025-01-05,Lost
4880,4880,2024-09-17,2024-12-28,Lost
4881,4881,2024-10-20,2025-04-16,Lost
4882,4882,2024-11-15,2025-05-28,Delayed
4883,4883,2025-05-19,2025-06-03,Delayed
4884,4884,2025-08-16,2025-11-20,Delivered
4885,4885,2024-11-20,2025-07-21,Delayed
4886,4886,2024-04-07,2024-07-26,Delivered
4887,4887,2024-12-30,2025-07-03,Delivered
4888,4888,2024-12-18,2025-03-09,Delayed
4889,4889,2025-07-21,2025-10-23,Delayed
4890,4890,2024-03-22,2025-12-30,Delivered
4891,4891,2025-07-15,2025-11-09,Delivered
4892,4892,2024-11-15,2025-06-30,Lost
4893,4893,2025-10-15,2025-11-27,Delayed
4894,4894,2024-06-19,2024-11-26,Delayed
4895,4895,2026-02-10,2026-02-13,Lost
4896,4896,2026-02-18,2026-02-25,Delayed
4897,4897,2024-09-28,2025-11-28,Delivered
4898,4898,2025-12-23,2026-01-13,Delayed
4899,4899,2025-01-14,2025-05-05,Lost
4900,4900,2024-11-21,2025-12-04,Delayed
4901,4901,2024-10-19,2026-01-01,Delayed
4902,4902,2025-11-20,2026-02-01,Delayed
4903,4903,2024-06-25,2025-04-05,Delayed
4904,4904,2025-04-27,2025-10-03,Lost
4905,4905,2025-05-07,2026-02-11,Lost
4906,4906,2025-02-23,2026-01-19,Delivered
4907,4907,2024-08-04,2025-02-28,Delayed
4908,4908,2025-06-16,2026-01-20,Lost
4909,4909,2024-06-05,2025-07-12,Delivered
4910,4910,2025-02-07,2025-08-02,Delivered
4911,4911,2025-12-31,2026-01-01,Delivered
4912,4912,2024-03-22,2025-10-24,Delayed
4913,4913,2025-06-12,2025-12-24,Lost
4914,4914,2024-10-05,2025-01-20,Delayed
4915,4915,2024-11-19,2025-04-02,Lost
4916,4916,2024-08-03,2024-10-28,Delayed
4917,4917,2024-09-25,2024-10-08,Delivered
4918,4918,2026-02-12,2026-02-24,Delayed
4919,4919,2024-12-05,2025-08-31,Delayed
4920,4920,2024-06-01,2026-01-24,Delayed
4921,4921,2025-01-24,2025-10-05,Delayed
4922,4922,2024-05-09,2026-02-24,Lost
4923,4923,2024-05-19,2025-11-15,Delayed
4924,4924,2025-03-12,2025-03-30,Delivered
4925,4925,2025-08-17,2025-12-31,Lost
4926,4926,2026-01-07,2026-02-02,Lost
4927,4927,2025-11-23,2026-01-23,Delivered
4928,4928,2025-08-01,2026-01-21,Delayed
4929,4929,2025-05-13,2025-08-09,Delayed
4930,4930,2024-12-19,2025-04-20,Delivered
4931,4931,2024-06-05,2025-03-30,Delayed
4932,4932,2025-05-29,2025-10-30,Delayed
4933,4933,2025-03-17,2025-12-25,Delayed
4934,4934,2025-06-14,2026-01-31,Lost
4935,4935,2025-10-03,2025-12-29,Delayed
4936,4936,2024-03-30,2025-05-17,Delayed
4937,4937,2025-11-26,2026-02-15,Delivered
4938,4938,2024-08-02,2024-08-23,Lost
4939,4939,2025-11-17,2025-12-05,Delivered
4940,4940,2025-05-16,2025-12-10,Delayed
4941,4941,2025-02-07,2025-11-10,Delayed
4942,4942,2024-12-07,2025-02-08,Delivered
4943,4943,2025-01-04,2025-12-04,Lost
4944,4944,2025-01-18,2025-12-27,Delayed
4945,4945,2025-03-29,2025-05-09,Delayed
4946,4946,2025-11-12,2025-12-19,Lost
4947,4947,2024-09-18,2024-10-09,Delivered
4948,4948,2025-05-15,2025-11-15,Lost
4949,4949,2024-03-07,2024-03-24,Delivered
4950,4950,2024-08-17,2024-12-03,Delivered
4951,4951,2025-12-25,2026-01-30,Delayed
4952,4952,2025-11-04,2026-01-18,Lost
4953,4953,2024-07-11,2025-04-22,Lost
4954,4954,2024-12-06,2025-09-21,Delivered
4955,4955,2024-10-26,2025-09-05,Delayed
4956,4956,2024-10-31,2025-06-12,Lost
4957,4957,2025-03-15,2026-02-13,Lost
4958,4958,2024-05-22,2024-09-02,Delayed
4959,4959,2024-06-11,2025-09-23,Lost
4960,4960,2025-07-09,2025-09-05,Delivered
4961,4961,2025-11-06,2025-11-09,Delayed
4962,4962,2025-05-20,2025-09-24,Delivered
4963,4963,2024-08-04,2025-09-14,Lost
4964,4964,2024-03-28,2024-05-22,Lost
4965,4965,2025-02-15,2025-08-13,Delivered
4966,4966,2024-05-17,2024-06-27,Delivered
4967,4967,2025-10-27,2025-11-27,Delayed
4968,4968,2024-10-03,2024-10-30,Lost
4969,4969,2024-08-24,2024-12-21,Delivered
4970,4970,2025-04-15,2025-11-28,Delivered
4971,4971,2024-08-27,2025-01-31,Lost
4972,4972,2025-01-11,2025-08-07,Lost
4973,4973,2024-07-11,2025-03-11,Lost
4974,4974,2024-07-04,2025-11-13,Delayed
4975,4975,2024-04-13,2025-08-25,Delivered
4976,4976,2025-07-27,2026-01-04,Delivered
4977,4977,2024-11-14,2025-11-21,Lost
4978,4978,2024-07-08,2024-08-12,Lost
4979,4979,2025-11-21,2026-02-15,Lost
4980,4980,2025-11-09,2025-12-26,Delayed
4981,4981,2025-11-02,2025-12-29,Delivered
4982,4982,2025-08-13,2026-01-23,Delayed
4983,4983,2024-08-30,2025-03-24,Lost
4984,4984,2025-03-14,2025-11-23,Lost
4985,4985,2025-08-27,2025-09-28,Delayed
4986,4986,2024-04-26,2026-02-09,Lost
4987,4987,2025-08-03,2025-10-25,Delayed
4988,4988,2024-03-26,2024-05-19,Lost
4989,4989,2024-10-08,2026-01-15,Delayed
4990,4990,2026-02-03,2026-02-11,Delivered
4991,4991,2024-09-09,2025-03-01,Delayed
4992,4992,2025-02-05,2025-09-05,Lost
4993,4993,2024-08-31,2025-09-17,Delivered
4994,4994,2025-07-11,2025-12-01,Lost
4995,4995,2025-07-26,2026-01-24,Delivered
4996,4996,2025-07-21,2025-12-10,Delayed
4997,4997,2026-01-17,2026-02-04,Lost
4998,4998,2025-01-22,2025-06-09,Delivered
4999,4999,2024-04-03,2024-10-03,Lost
5000,5000,2025-06-23,2025-12-04,Delivered
5001,5001,2024-08-10,2026-01-06,Lost
5002,5002,2024-10-03,2026-02-07,Delayed
5003,5003,2025-07-14,2025-09-22,Delivered
5004,5004,2024-07-04,2025-01-25,Lost
5005,5005,2024-03-31,2025-05-19,Lost
5006,5006,2025-03-14,2025-10-01,Delivered
5007,5007,2025-07-30,2025-08-02,Delayed
5008,5008,2025-12-12,2026-02-04,Delayed
5009,5009,2024-12-19,2025-06-15,Lost
5010,5010,2025-04-20,2026-02-06,Delivered
5011,5011,2025-11-15,2026-01-24,Delayed
5012,5012,2025-07-02,2025-12-14,Lost
5013,5013,2025-04-24,2026-01-03,Lost
5014,5014,2024-03-14,2025-08-04,Delayed
5015,5015,2025-03-10,2025-09-06,Delivered
5016,5016,2024-12-09,2025-09-16,Lost
5017,5017,2024-09-16,2025-02-04,Lost
5018,5018,2025-04-19,2025-04-20,Delivered
5019,5019,2025-02-07,2025-12-04,Delayed
5020,5020,2025-01-17,2025-10-01,Delayed
5021,5021,2024-05-21,2024-10-19,Lost
5022,5022,2025-09-23,2025-10-12,Lost
5023,5023,2024-05-29,2025-06-17,Lost
5024,5024,2024-04-17,2025-05-09,Delayed
5025,5025,2024-05-26,2026-02-21,Delayed
5026,5026,2025-12-03,2026-02-01,Lost
5027,5027,2025-02-08,2025-02-20,Lost
5028,5028,2024-12-21,2026-01-11,Lost
5029,5029,2024-07-18,2025-07-13,Delayed
5030,5030,2025-05-24,2026-01-05,Delivered
5031,5031,2024-10-14,2024-10-14,Lost
5032,5032,2024-12-18,2025-05-01,Delayed
5033,5033,2024-04-06,2025-10-13,Delivered
5034,5034,2024-10-08,2025-05-12,Delivered
5035,5035,2025-09-25,2025-12-04,Lost
5036,5036,2025-06-05,2025-10-14,Delayed
5037,5037,2025-09-21,2025-12-12,Delivered
5038,5038,2025-01-03,2025-09-22,Lost
5039,5039,2025-11-11,2025-11-29,Lost
5040,5040,2025-09-29,2025-11-05,Delivered
5041,5041,2025-12-16,2026-01-11,Lost
5042,5042,2025-07-18,2025-11-16,Delivered
5043,5043,2025-03-27,2025-04-21,Delayed
5044,5044,2026-01-11,2026-02-11,Lost
5045,5045,2025-03-05,2025-12-04,Lost
5046,5046,2025-05-12,2025-06-06,Lost
5047,5047,2025-07-21,2025-10-29,Delayed
5048,5048,2024-05-24,2026-01-28,Lost
5049,5049,2025-04-17,2026-02-26,Delivered
5050,5050,2024-03-24,2024-05-05,Delayed
5051,5051,2026-01-25,2026-02-11,Delivered
5052,5052,2025-06-29,2025-12-28,Delivered
5053,5053,2025-11-20,2026-02-24,Delayed
5054,5054,2024-04-02,2024-05-13,Delayed
5055,5055,2024-06-04,2024-08-16,Delayed
5056,5056,2026-02-06,2026-02-26,Lost
5057,5057,2025-01-24,2025-02-08,Lost
5058,5058,2025-02-20,2025-08-08,Delivered
5059,5059,2024-03-21,2025-10-12,Delayed
5060,5060,2025-02-11,2026-01-12,Delayed
5061,5061,2024-08-14,2025-04-21,Lost
5062,5062,2024-03-12,2024-04-02,Delayed
5063,5063,2025-09-14,2025-12-07,Delivered
5064,5064,2024-06-12,2025-03-26,Delivered
5065,5065,2024-07-16,2024-12-28,Delivered
5066,5066,2024-06-29,2025-05-16,Delayed
5067,5067,2025-10-14,2025-11-01,Delayed
5068,5068,2024-05-28,2024-09-18,Delayed
5069,5069,2025-05-15,2026-02-05,Lost
5070,5070,2025-02-19,2025-11-14,Lost
5071,5071,2025-05-09,2025-07-18,Delivered
5072,5072,2025-06-10,2025-08-30,Delayed
5073,5073,2024-07-23,2024-10-18,Delayed
5074,5074,2024-12-19,2025-04-13,Delivered
5075,5075,2026-02-17,2026-02-19,Lost
5076,5076,2024-09-20,2024-11-06,Delivered
5077,5077,2024-12-18,2025-12-12,Delivered
5078,5078,2024-11-30,2025-05-29,Lost
5079,5079,2024-04-15,2026-02-06,Delayed
5080,5080,2025-03-10,2025-07-01,Lost
5081,5081,2025-12-05,2026-02-15,Lost
5082,5082,2024-06-11,2025-04-18,Delayed
5083,5083,2024-12-07,2025-01-17,Delayed
5084,5084,2024-10-31,2024-12-23,Lost
5085,5085,2025-02-16,2025-09-01,Lost
5086,5086,2025-09-21,2026-02-07,Delayed
5087,5087,2024-03-17,2025-11-09,Delivered
5088,5088,2025-03-15,2025-08-25,Delivered
5089,5089,2024-11-12,2025-07-12,Delayed
5090,5090,2024-09-17,2025-07-18,Delivered
5091,5091,2025-12-09,2026-01-31,Lost
5092,5092,2024-06-04,2025-06-09,Delivered
5093,5093,2024-08-31,2024-10-07,Delivered
5094,5094,2025-02-13,2025-04-10,Delayed
5095,5095,2025-01-20,2025-05-10,Delivered
5096,5096,2026-01-29,2026-02-03,Delivered
5097,5097,2024-11-03,2025-08-16,Delayed
5098,5098,2024-12-21,2025-01-16,Delayed
5099,5099,2024-09-29,2025-05-12,Delivered
5100,5100,2024-04-09,2026-01-20,Delivered
5101,5101,2026-01-11,2026-01-16,Lost
5102,5102,2024-03-20,2025-08-16,Delayed
5103,5103,2025-03-16,2025-12-30,Delivered
5104,5104,2025-10-23,2026-02-13,Delayed
5105,5105,2025-01-03,2025-11-26,Lost
5106,5106,2024-04-15,2025-11-28,Lost
5107,5107,2025-07-29,2025-10-16,Delivered
5108,5108,2024-10-22,2025-06-11,Delivered
5109,5109,2026-01-13,2026-01-29,Delayed
5110,5110,2025-08-24,2025-12-09,Delivered
5111,5111,2025-01-11,2025-07-27,Delayed
5112,5112,2025-12-16,2026-02-25,Delayed
5113,5113,2026-01-10,2026-02-05,Delayed
5114,5114,2024-04-26,2024-07-16,Lost
5115,5115,2024-04-22,2024-07-28,Delayed
5116,5116,2026-01-16,2026-02-25,Lost
5117,5117,2025-04-08,2025-06-04,Delayed
5118,5118,2024-08-19,2024-08-28,Delivered
5119,5119,2025-06-08,2025-07-10,Delayed
5120,5120,2024-08-27,2024-10-22,Delivered
5121,5121,2025-09-16,2026-01-22,Lost
5122,5122,2024-03-11,2024-09-25,Delivered
5123,5123,2025-04-03,2025-08-19,Delivered
5124,5124,2025-03-09,2025-09-27,Lost
5125,5125,2025-10-07,2026-01-25,Delivered
5126,5126,2024-12-12,2025-04-30,Lost
5127,5127,2024-07-27,2024-10-19,Delivered
5128,5128,2025-01-27,2025-02-26,Lost
5129,5129,2024-08-14,2025-07-09,Lost
5130,5130,2024-05-18,2024-11-08,Lost
5131,5131,2024-09-08,2025-05-18,Lost
5132,5132,2024-07-19,2024-11-22,Lost
5133,5133,2026-02-11,2026-02-16,Lost
5134,5134,2025-08-15,2026-01-06,Delivered
5135,5135,2025-02-23,2026-01-04,Delayed
5136,5136,2025-09-30,2025-10-23,Delayed
5137,5137,2024-09-11,2025-10-27,Lost
5138,5138,2024-09-17,2025-07-03,Delivered
5139,5139,2024-12-06,2025-11-02,Delayed
5140,5140,2025-03-19,2025-11-05,Lost
5141,5141,2025-07-23,2025-12-07,Lost
5142,5142,2025-08-02,2025-09-15,Delayed
5143,5143,2025-04-18,2025-07-25,Lost
5144,5144,2024-12-28,2025-07-16,Delivered
5145,5145,2025-06-20,2026-02-17,Lost
5146,5146,2025-06-02,2025-09-28,Delayed
5147,5147,2025-05-02,2025-06-12,Lost
5148,5148,2025-06-10,2025-07-18,Delivered
5149,5149,2024-11-06,2025-12-09,Delayed
5150,5150,2025-10-27,2026-01-02,Delayed
5151,5151,2024-12-12,2025-07-19,Lost
5152,5152,2026-02-05,2026-02-05,Delayed
5153,5153,2025-06-20,2026-01-30,Delivered
5154,5154,2026-01-02,2026-02-15,Delivered
5155,5155,2025-01-26,2025-04-10,Delayed
5156,5156,2024-09-15,2025-02-14,Delivered
5157,5157,2024-09-30,2026-02-06,Delivered
5158,5158,2025-05-01,2025-05-12,Delivered
5159,5159,2025-08-07,2025-09-07,Lost
5160,5160,2025-07-05,2025-10-31,Delivered
5161,5161,2025-10-06,2025-10-17,Lost
5162,5162,2024-04-29,2025-08-27,Delayed
5163,5163,2025-08-17,2025-10-28,Lost
5164,5164,2024-08-03,2025-11-27,Delayed
5165,5165,2025-03-01,2025-07-03,Delivered
5166,5166,2025-03-25,2025-03-25,Lost
5167,5167,2025-11-13,2026-01-13,Delayed
5168,5168,2024-07-10,2024-10-29,Delivered
5169,5169,2024-12-29,2025-07-31,Lost
5170,5170,2025-08-11,2025-09-07,Lost
5171,5171,2025-02-09,2025-12-21,Delayed
5172,5172,2025-04-14,2025-09-09,Delivered
5173,5173,2025-05-24,2025-11-14,Delayed
5174,5174,2024-09-04,2025-11-19,Lost
5175,5175,2026-01-01,2026-01-12,Lost
5176,5176,2025-01-28,2025-05-15,Delayed
5177,5177,2024-07-07,2025-03-03,Delayed
5178,5178,2024-07-20,2025-02-24,Delayed
5179,5179,2025-03-21,2026-01-05,Lost
5180,5180,2024-10-24,2025-06-23,Delayed
5181,5181,2025-03-22,2026-02-12,Delayed
5182,5182,2024-07-22,2024-11-19,Delivered
5183,5183,2025-01-05,2025-05-13,Lost
5184,5184,2025-05-28,2025-09-15,Lost
5185,5185,2025-10-07,2026-02-24,Delivered
5186,5186,2025-10-25,2025-12-02,Delayed
5187,5187,2026-01-29,2026-02-26,Lost
5188,5188,2025-06-16,2025-08-31,Delayed
5189,5189,2024-12-23,2025-12-07,Lost
5190,5190,2024-11-23,2025-12-13,Delayed
5191,5191,2024-12-14,2025-06-09,Delivered
5192,5192,2025-06-21,2025-12-20,Lost
5193,5193,2025-07-28,2025-12-26,Delivered
5194,5194,2025-03-27,2025-12-31,Lost
5195,5195,2025-05-04,2025-06-26,Delayed
5196,5196,2024-09-05,2025-04-21,Delayed
5197,5197,2024-10-28,2025-08-28,Delayed
5198,5198,2024-10-15,2024-12-04,Lost
5199,5199,2025-11-21,2026-02-11,Delayed
5200,5200,2025-06-10,2025-11-28,Lost
5201,5201,2024-08-01,2025-12-08,Delivered
5202,5202,2024-03-18,2025-09-15,Delivered
5203,5203,2025-12-12,2026-01-17,Lost
5204,5204,2025-02-01,2025-05-19,Delivered
5205,5205,2025-06-21,2025-11-27,Delayed
5206,5206,2025-08-17,2025-11-05,Delayed
5207,5207,2026-01-23,2026-02-11,Delayed
5208,5208,2025-12-27,2026-01-14,Delayed
5209,5209,2025-07-18,2026-01-11,Lost
5210,5210,2025-12-24,2026-02-20,Delayed
5211,5211,2025-03-16,2026-02-10,Delivered
5212,5212,2025-02-23,2026-02-07,Delivered
5213,5213,2025-01-27,2025-05-28,Delayed
5214,5214,2025-02-27,2025-08-05,Delayed
5215,5215,2024-09-02,2025-06-17,Lost
5216,5216,2025-03-08,2025-07-01,Delivered
5217,5217,2024-07-03,2024-10-20,Lost
5218,5218,2025-04-09,2025-05-28,Delayed
5219,5219,2024-11-20,2025-11-05,Lost
5220,5220,2024-08-04,2024-08-24,Delayed
5221,5221,2025-07-11,2025-09-28,Lost
5222,5222,2024-09-07,2024-09-24,Delivered
5223,5223,2024-07-11,2024-10-22,Lost
5224,5224,2024-06-19,2026-02-04,Delayed
5225,5225,2025-08-02,2025-08-08,Lost
5226,5226,2025-12-14,2026-01-20,Delayed
5227,5227,2025-03-17,2025-07-23,Delivered
5228,5228,2024-03-18,2025-01-17,Delivered
5229,5229,2025-05-01,2026-02-12,Delayed
5230,5230,2024-08-03,2025-06-20,Delivered
5231,5231,2025-08-11,2025-10-23,Lost
5232,5232,2025-03-26,2025-08-21,Delayed
5233,5233,2025-03-03,2025-08-02,Delivered
5234,5234,2024-12-10,2025-06-06,Delayed
5235,5235,2025-11-15,2025-12-10,Lost
5236,5236,2025-10-11,2026-02-03,Lost
5237,5237,2025-07-04,2025-10-22,Delayed
5238,5238,2024-11-16,2025-08-21,Delivered
5239,5239,2026-02-03,2026-02-07,Delivered
5240,5240,2025-12-12,2025-12-23,Lost
5241,5241,2025-12-18,2026-02-16,Delayed
5242,5242,2024-09-16,2025-11-08,Delayed
5243,5243,2025-01-25,2025-02-19,Delayed
5244,5244,2025-06-07,2025-06-19,Delivered
5245,5245,2025-09-16,2025-11-21,Delayed
5246,5246,2025-04-30,2025-09-04,Lost
5247,5247,2024-08-16,2025-01-17,Lost
5248,5248,2025-10-19,2025-11-05,Delayed
5249,5249,2025-10-05,2026-01-07,Delivered
5250,5250,2024-09-04,2025-07-10,Lost
5251,5251,2026-01-09,2026-01-17,Lost
5252,5252,2025-08-20,2026-01-13,Delivered
5253,5253,2025-02-03,2025-10-05,Delayed
5254,5254,2025-04-05,2025-06-04,Delivered
5255,5255,2024-08-22,2024-09-16,Delayed
5256,5256,2024-10-31,2025-06-18,Lost
5257,5257,2024-11-02,2025-09-21,Delayed
5258,5258,2025-12-06,2026-02-25,Delivered
5259,5259,2025-12-31,2026-02-03,Lost
5260,5260,2024-09-06,2026-01-08,Delayed
5261,5261,2024-12-09,2025-05-31,Lost
5262,5262,2025-04-01,2025-12-10,Delayed
5263,5263,2026-01-16,2026-01-16,Delivered
5264,5264,2025-10-27,2025-11-21,Delayed
5265,5265,2025-07-01,2025-07-14,Delayed
5266,5266,2025-10-01,2026-01-28,Delayed
5267,5267,2024-12-01,2026-01-24,Delivered
5268,5268,2025-10-06,2025-10-07,Delivered
5269,5269,2024-05-28,2024-06-05,Lost
5270,5270,2026-02-01,2026-02-26,Delayed
5271,5271,2024-12-15,2025-01-10,Delayed
5272,5272,2024-05-08,2025-04-14,Delivered
5273,5273,2024-09-10,2024-11-06,Delivered
5274,5274,2025-12-18,2026-01-22,Delayed
5275,5275,2025-06-10,2025-12-20,Delivered
5276,5276,2025-11-27,2026-02-08,Delayed
5277,5277,2025-01-09,2025-01-18,Delayed
5278,5278,2024-06-23,2025-11-10,Lost
5279,5279,2025-12-21,2026-01-15,Delivered
5280,5280,2024-04-23,2025-03-23,Lost
5281,5281,2025-02-10,2025-04-07,Delayed
5282,5282,2026-01-14,2026-02-23,Lost
5283,5283,2025-02-11,2025-06-17,Lost
5284,5284,2025-07-07,2025-07-28,Delivered
5285,5285,2025-08-03,2025-08-03,Delayed
5286,5286,2024-08-26,2025-01-08,Delayed
5287,5287,2025-04-22,2025-05-18,Delivered
5288,5288,2025-03-01,2025-04-26,Delivered
5289,5289,2025-05-09,2026-02-19,Lost
5290,5290,2025-11-02,2025-11-04,Delivered
5291,5291,2025-01-27,2025-02-28,Lost
5292,5292,2024-07-07,2026-01-05,Lost
5293,5293,2024-09-27,2024-10-26,Delivered
5294,5294,2024-06-15,2025-05-14,Delayed
5295,5295,2026-01-12,2026-02-03,Lost
5296,5296,2025-11-28,2026-01-21,Delayed
5297,5297,2026-01-15,2026-01-17,Delivered
5298,5298,2025-01-13,2025-11-25,Delayed
5299,5299,2024-03-06,2024-11-30,Delivered
5300,5300,2026-02-04,2026-02-19,Lost
5301,5301,2024-11-21,2025-06-17,Delayed
5302,5302,2024-08-13,2025-03-05,Lost
5303,5303,2024-11-09,2025-08-29,Lost
5304,5304,2025-07-04,2026-01-14,Delivered
5305,5305,2024-06-20,2025-04-10,Delayed
5306,5306,2024-04-18,2025-07-19,Delayed
5307,5307,2025-07-12,2025-11-08,Delivered
5308,5308,2024-09-02,2025-06-11,Delayed
5309,5309,2025-01-31,2025-06-21,Delivered
5310,5310,2025-07-05,2025-11-17,Delayed
5311,5311,2026-01-27,2026-02-21,Delivered
5312,5312,2026-02-17,2026-02-26,Delayed
5313,5313,2025-11-09,2025-11-28,Delayed
5314,5314,2024-11-30,2025-02-16,Delivered
5315,5315,2025-02-12,2026-01-10,Delivered
5316,5316,2025-08-31,2026-01-03,Lost
5317,5317,2024-03-15,2024-09-14,Delivered
5318,5318,2025-10-11,2026-01-15,Delivered
5319,5319,2025-07-01,2025-10-25,Delivered
5320,5320,2025-05-20,2025-08-08,Lost
5321,5321,2025-01-18,2025-08-30,Delivered
5322,5322,2025-04-17,2026-01-05,Delivered
5323,5323,2024-06-14,2024-11-14,Delivered
5324,5324,2024-03-23,2025-02-03,Delayed
5325,5325,2025-01-24,2026-01-19,Delayed
5326,5326,2024-12-16,2025-02-02,Delayed
5327,5327,2025-12-03,2026-02-01,Delayed
5328,5328,2024-08-12,2025-05-05,Delayed
5329,5329,2025-02-07,2025-08-23,Delayed
5330,5330,2026-01-08,2026-02-17,Delayed
5331,5331,2025-09-01,2026-02-26,Delayed
5332,5332,2026-02-11,2026-02-26,Delayed
5333,5333,2025-04-29,2025-08-17,Lost
5334,5334,2024-07-31,2024-09-17,Lost
5335,5335,2025-01-15,2025-02-02,Lost
5336,5336,2025-07-30,2025-11-06,Delayed
5337,5337,2025-07-03,2025-10-25,Lost
5338,5338,2025-12-31,2026-01-08,Lost
5339,5339,2025-01-26,2025-03-12,Delayed
5340,5340,2025-02-10,2025-03-25,Delivered
5341,5341,2024-12-16,2025-05-30,Lost
5342,5342,2024-08-20,2025-12-10,Delivered
5343,5343,2025-02-06,2025-06-18,Delayed
5344,5344,2024-12-08,2025-09-29,Delivered
5345,5345,2025-01-05,2025-10-28,Lost
5346,5346,2024-07-26,2025-06-07,Lost
5347,5347,2025-01-02,2026-01-26,Delayed
5348,5348,2025-05-28,2025-10-01,Delivered
5349,5349,2025-05-14,2025-05-15,Delayed
5350,5350,2025-01-26,2025-04-23,Lost
5351,5351,2024-11-29,2025-12-15,Delivered
5352,5352,2024-05-19,2025-07-21,Delayed
5353,5353,2025-12-17,2025-12-19,Delivered
5354,5354,2024-12-21,2024-12-28,Delayed
5355,5355,2024-11-21,2025-06-23,Lost
5356,5356,2025-08-20,2025-12-27,Delayed
5357,5357,2025-12-26,2026-01-31,Delivered
5358,5358,2024-03-22,2024-11-02,Lost
5359,5359,2024-05-28,2025-03-09,Lost
5360,5360,2024-07-05,2025-01-19,Lost
5361,5361,2025-01-20,2026-01-31,Lost
5362,5362,2026-02-10,2026-02-14,Delivered
5363,5363,2025-03-24,2025-05-16,Delayed
5364,5364,2024-04-26,2025-10-13,Delayed
5365,5365,2024-06-13,2024-08-17,Delivered
5366,5366,2024-12-26,2026-02-14,Delayed
5367,5367,2025-10-17,2026-01-23,Delivered
5368,5368,2025-07-17,2026-01-04,Delivered
5369,5369,2025-02-10,2025-06-21,Lost
5370,5370,2025-01-10,2025-03-09,Delivered
5371,5371,2025-04-08,2025-05-23,Delivered
5372,5372,2024-11-22,2024-12-13,Delivered
5373,5373,2025-01-27,2025-06-19,Delivered
5374,5374,2024-09-04,2026-02-12,Delayed
